Date,Dataset,BATCH_SIZE,WEIGHT_DECAY,LEARNING_RATE,EPOCH,RESIZE,DEVICE,Accuracy_Image_Name,Loss_Image_Name,Log_File_Name
2021-07-05 17:22:36,/home/megu/CNN_Dataset/MK10_expt.3,16,0.005,0.0001,20,"[224, 224]",cuda,accuracy_image_20210705.png,loss_image_20210705.png,cnn_20210705.log
