Date,Dataset,BATCH_SIZE,WEIGHT_DECAY,LEARNING_RATE,EPOCH,RESIZE,DEVICE,Accuracy_Image_Name,Loss_Image_Name,Log_File_Name
2021-09-27 10:21:39,/home/megu/CNN_Dataset/MK12_expt.3,20,0.005,0.0001,50,"[224, 224]",cuda,accuracy_image_20210927.png,loss_image_20210927.png,cnn_20210927.log
