Date,Dataset,BATCH_SIZE,WEIGHT_DECAY,LEARNING_RATE,EPOCH,RESIZE,DEVICE,Accuracy_Image_Name,Loss_Image_Name,Log_File_Name
2021-09-24 22:17:49,/home/megu/CNN_Dataset/MK12_expt.3,16,0.005,0.0001,50,"[224, 224]",cuda,accuracy_image_20210924.png,loss_image_20210924.png,cnn_20210924.log
2021-09-24 22:22:10,/home/megu/CNN_Dataset/MK12_expt.3,16,0.005,0.0001,50,"[224, 224]",cuda,accuracy_image_20210924.png,loss_image_20210924.png,cnn_20210924.log
