Date,Dataset,BATCH_SIZE,WEIGHT_DECAY,LEARNING_RATE,EPOCH,RESIZE,DEVICE,Accuracy_Image_Name,Loss_Image_Name,Log_File_Name
2021-06-22 10:19:52,/new_nas/megu/CNN_Dataset/MK1_expt.3,16,0.005,0.0001,20,"[224, 224]",cuda,accuracy_image_20210622.png,loss_image_20210622.png,cnn_20210622.log
